x_axis, y_axis
85, 1
12, 82
49, 39
87, 93
74, 44
30, 63
19, 97
32, 91
55, 94
59, 7
54, 15
77, 62
96, 98
49, 66
47, 32
58, 24
43, 58
0, 15
12, 20
29, 68
7, 55
0, 60
93, 85
56, 92
14, 43
98, 78
93, 8
56, 3
61, 30
27, 10
93, 70
74, 98
34, 75
82, 20
24, 84
56, 87
93, 47
15, 21
9, 12
59, 20
26, 51
17, 12
99, 61
94, 33
25, 97
70, 79
49, 72
6, 27
38, 76
10, 70
28, 62
28, 35
7, 72
40, 23
46, 59
65, 51
76, 8
63, 23
50, 56
6, 26
52, 32
36, 10
24, 84
50, 47
46, 59
66, 76
78, 49
6, 60
6, 51
94, 4
31, 12
10, 5
61, 93
45, 47
15, 96
47, 66
0, 86
31, 59
56, 45
0, 59
66, 84
37, 5
1, 76
36, 20
52, 30
42, 32
10, 98
18, 43
14, 75
28, 69
29, 85
1, 99
45, 89
99, 84
99, 26
41, 41
68, 88
15, 23
90, 98
46, 48
52, 43
90, 10
48, 27
20, 93
55, 43
38, 78
94, 36
99, 23
42, 31
48, 60
30, 96
80, 87
41, 27
24, 60
15, 17
80, 55
28, 15
29, 92
42, 68
83, 6
62, 63
8, 45
11, 2
61, 89
2, 77
86, 11
82, 3
87, 72
78, 41
69, 6
68, 25
51, 43
8, 83
82, 39
76, 55
73, 30
75, 48
36, 29
26, 29
64, 38
1, 95
0, 76
5, 93
70, 40
94, 47
15, 24
22, 72
20, 56
47, 40
94, 87
85, 5
41, 10
15, 69
78, 9
14, 45
28, 60
8, 23
42, 88
47, 44
74, 23
57, 51
85, 95
27, 61
98, 48
67, 10
34, 48
59, 71
30, 19
39, 79
57, 36
77, 58
38, 71
40, 45
57, 93
64, 29
1, 70
53, 91
87, 84
19, 66
78, 78
26, 43
29, 33
55, 18
15, 5
8, 68
4, 12
72, 93
82, 29
45, 9
20, 81
55, 4
60, 23
72, 2
66, 34
66, 76
87, 32
12, 39
21, 1
50, 22
57, 71
92, 40
20, 99
68, 46
22, 58
6, 52
9, 47
18, 21
39, 98
17, 8
79, 81
29, 64
66, 67
63, 93
50, 31
11, 96
94, 75
91, 17
67, 44
15, 66
80, 15
73, 71
2, 79
36, 66
4, 1
48, 36
93, 99
51, 80
75, 81
3, 69
60, 22
88, 38
50, 59
86, 65
78, 37
54, 59
58, 65
15, 95
93, 69
83, 19
19, 70
36, 58
16, 63
77, 73
17, 11
18, 95
30, 18
39, 9
67, 96
12, 54
96, 90
41, 25
77, 95
7, 6
37, 48
62, 45
95, 35
55, 56
45, 46
87, 29
98, 50
45, 85
35, 52
75, 30
70, 71
58, 26
40, 40
1, 7
47, 44
28, 65
21, 47
58, 5
64, 11
90, 13
41, 35
68, 47
6, 96
90, 89
24, 24
28, 11
47, 80
91, 7
91, 83
3, 80
57, 58
97, 75
59, 83
27, 93
77, 8
77, 28
34, 71
99, 26
7, 19
73, 60
29, 98
54, 96
64, 61
6, 31
5, 23
64, 51
88, 81
25, 66
10, 72
3, 98
23, 76
63, 58
42, 17
68, 90
85, 60
94, 55
96, 24
48, 42
97, 38
1, 95
55, 57
78, 92
60, 55
1, 3
23, 62
30, 96
81, 61
96, 83
30, 55
11, 25
89, 46
28, 57
46, 89
92, 19
97, 6
72, 34
89, 77
66, 0
96, 56
90, 21
8, 95
20, 57
90, 4
29, 97
79, 95
78, 56
11, 42
41, 19
52, 88
27, 34
67, 26
43, 30
23, 0
54, 73
12, 53
69, 85
29, 97
43, 85
49, 47
67, 23
91, 24
23, 34
96, 16
34, 37
48, 25
50, 79
80, 57
12, 32
50, 24
75, 21
37, 89
83, 73
23, 81
27, 82
39, 74
22, 55
14, 71
16, 59
68, 39
13, 50
62, 37
33, 11
11, 2
27, 19
83, 6
99, 93
51, 90
19, 88
49, 90
99, 33
68, 80
1, 22
90, 99
87, 19
80, 0
78, 58
73, 38
69, 48
97, 90
83, 71
17, 70
83, 37
55, 98
22, 90
52, 56
39, 21
48, 53
18, 81
36, 22
90, 67
0, 56
46, 69
93, 97
47, 96
24, 75
50, 73
15, 31
48, 81
58, 27
14, 55
60, 85
65, 61
91, 93
34, 29
42, 48
91, 6
11, 2
88, 77
72, 36
42, 97
34, 64
16, 47
23, 57
84, 35
97, 49
59, 64
6, 68
43, 69
30, 51
14, 50
95, 47
84, 13
40, 64
4, 49
34, 50
44, 9
65, 65
71, 2
9, 43
75, 29
79, 0
39, 6
68, 20
21, 41
70, 90
16, 74
33, 42
31, 82
14, 19
9, 58
31, 60
96, 99
6, 69
95, 14
25, 18
52, 63
44, 13
61, 19
42, 37
82, 75
58, 78
3, 71
21, 27
27, 93
35, 46
58, 19
27, 86
73, 74
87, 49
92, 25
98, 76
72, 94
61, 75
85, 45
37, 83
38, 99
84, 97
81, 67
50, 7
91, 5
90, 88
84, 71
3, 42
70, 29
86, 85
34, 80
40, 29
18, 37
39, 13
84, 14
90, 4
27, 41
97, 90
56, 83
64, 70
79, 74
74, 56
67, 66
92, 61
30, 22
65, 18
37, 69
88, 86
30, 2
75, 0
20, 58
18, 61
56, 15
63, 17
27, 3
8, 76
25, 0
49, 42
29, 97
33, 48
88, 73
33, 28
60, 16
68, 61
52, 45
14, 86
54, 40
80, 91
57, 31
29, 49
95, 63
9, 72
4, 91
20, 70
51, 40
57, 46
41, 91
25, 30
27, 74
81, 99
15, 53
46, 58
72, 20
78, 96
66, 34
23, 81
99, 67
74, 42
27, 64
38, 62
15, 30
89, 40
46, 25
20, 9
83, 57
21, 34
35, 48
19, 26
45, 32
71, 50
38, 66
80, 71
77, 27
16, 65
51, 56
34, 39
73, 56
86, 79
38, 34
69, 62
60, 94
7, 68
45, 20
80, 22
5, 98
24, 39
79, 58
87, 4
59, 33
4, 15
19, 72
66, 33
41, 82
88, 24
81, 94
62, 83
82, 5
53, 73
43, 82
47, 44
55, 63
76, 17
2, 35
54, 82
69, 37
40, 72
29, 55
5, 42
16, 97
6, 23
36, 17
7, 62
88, 5
51, 25
72, 54
94, 5
97, 52
36, 99
15, 60
16, 38
70, 73
61, 69
21, 77
33, 94
19, 84
26, 7
57, 6
45, 8
80, 32
87, 56
22, 65
70, 21
87, 55
98, 65
24, 94
54, 72
23, 96
62, 59
90, 59
78, 42
62, 18
39, 16
14, 26
83, 5
98, 1
79, 35
56, 89
41, 15
18, 39
92, 0
72, 81
41, 22
73, 52
51, 2
32, 15
61, 89
44, 89
3, 46
37, 7
54, 89
20, 83
42, 71
65, 97
56, 56
25, 78
49, 56
97, 67
17, 44
62, 61
20, 89
3, 20
82, 32
68, 48
23, 24
90, 68
3, 46
86, 4
72, 45
44, 42
41, 10
12, 16
98, 35
12, 33
84, 37
65, 40
48, 81
11, 6
19, 29
81, 79
55, 4
65, 66
98, 41
47, 80
64, 66
94, 64
9, 25
13, 53
85, 99
16, 57
34, 71
52, 39
29, 77
32, 77
59, 97
46, 94
46, 94
2, 74
64, 70
38, 63
46, 45
51, 20
8, 45
69, 46
15, 13
31, 5
91, 60
75, 8
21, 5
49, 59
52, 34
33, 61
81, 2
41, 79
44, 35
81, 25
49, 6
36, 42
86, 32
34, 56
28, 96
54, 40
87, 47
80, 91
20, 39
16, 61
89, 61
40, 44
73, 10
84, 5
82, 47
7, 57
88, 13
35, 18
80, 32
7, 97
87, 18
45, 63
59, 17
44, 36
65, 47
52, 75
9, 94
30, 79
68, 73
2, 69
38, 53
3, 2
79, 24
99, 99
34, 58
85, 24
1, 1
35, 74
71, 41
36, 40
59, 49
50, 92
23, 42
5, 70
74, 41
46, 51
20, 86
92, 2
78, 72
75, 27
42, 91
48, 44
70, 61
61, 58
63, 34
4, 13
25, 17
20, 49
72, 20
98, 10
22, 13
99, 95
41, 43
26, 82
42, 72
55, 97
12, 22
59, 51
51, 69
22, 0
23, 50
88, 68
79, 88
55, 91
6, 5
86, 30
49, 0
48, 36
14, 87
15, 49
21, 44
54, 33
60, 1
0, 80
59, 32
63, 22
85, 92
55, 40
31, 10
20, 74
85, 96
42, 69
99, 37
76, 49
51, 71
74, 23
66, 77
13, 99
24, 28
21, 98
79, 11
85, 45
53, 53
62, 23
9, 3
64, 76
10, 16
93, 73
61, 93
85, 24
6, 94
0, 90
73, 2
28, 25
6, 54
29, 10
17, 53
80, 78
45, 80
43, 37
17, 59
66, 45
78, 31
23, 15
25, 30
45, 64
32, 74
66, 78
42, 96
1, 68
42, 20
87, 94
66, 50
87, 27
70, 63
19, 20
0, 53
96, 67
58, 94
82, 42
62, 72
60, 16
68, 50
50, 62
70, 20
15, 91
88, 9
45, 60
3, 30
76, 38
22, 48
37, 42
56, 90
3, 60
98, 16
37, 49
32, 2
68, 14
46, 11
84, 93
58, 64
41, 72
39, 36
99, 36
7, 66
57, 56
8, 78
32, 46
54, 68
34, 91
54, 64
32, 75
19, 91
62, 58
31, 47
27, 48
56, 33
64, 31
74, 47
70, 77
2, 11
16, 11
90, 58
11, 16
88, 75
74, 23
40, 76
90, 23
83, 40
33, 16
76, 22
64, 12
23, 49
32, 89
15, 60
9, 98
31, 60
70, 37
60, 40
67, 63
52, 0
7, 82
13, 12
23, 10
46, 57
46, 44
14, 80
29, 80
13, 83
38, 49
25, 18
27, 35
47, 34
54, 1
40, 42
17, 45
42, 83
10, 51
70, 20
80, 38
98, 58
32, 40
59, 73
60, 84
94, 8
20, 5
22, 75
53, 29
35, 97
27, 75
1, 83
60, 7
82, 76
63, 89
83, 35
14, 89
30, 85
12, 16
51, 5
68, 46
84, 78
91, 66
21, 1
10, 35
55, 83
7, 14
12, 50
68, 45
73, 37
97, 73
53, 97
74, 51
87, 58
42, 2
10, 16
35, 59
11, 36
86, 22
0, 17
28, 58
11, 65
29, 76
15, 87
94, 98
69, 49
51, 72
83, 97
23, 59
58, 48
82, 68
21, 82
46, 87
7, 40
46, 16
90, 53
67, 10
49, 37
31, 57
21, 6
12, 64
81, 62
65, 34
87, 49
84, 74
74, 75
97, 76
51, 40
30, 95
16, 22
15, 59
96, 29
75, 98
72, 27
59, 53
32, 32
77, 38
99, 57
97, 12
19, 81
3, 74
48, 32
75, 53
75, 39
40, 4
38, 64
73, 53
34, 64
73, 28
90, 31
4, 48
88, 61
12, 83
46, 43
57, 0
25, 63
47, 81
27, 35
74, 93
42, 22
47, 64
88, 2
81, 55
99, 11
53, 47
83, 75
57, 27
43, 53
22, 15
52, 69
81, 10
24, 42
20, 4
76, 91
91, 80
61, 19
71, 62
85, 63
67, 53
58, 9
14, 95
3, 1
99, 12
62, 44
26, 24
54, 74
13, 58
8, 24
4, 11
84, 5
64, 43
7, 83
25, 49
68, 10
22, 75
65, 74
17, 95
87, 79
2, 28
41, 89
25, 8
25, 44
21, 91
77, 60
32, 30
1, 96
85, 23
58, 34
90, 91
30, 29
28, 17
1, 1
63, 58
6, 41
67, 88
57, 19
82, 48
23, 15
43, 24
88, 71
76, 67
87, 50
55, 82
60, 39
18, 50
87, 32
16, 6
45, 98
0, 21
34, 45
84, 4
40, 39
40, 89
67, 81
44, 10
36, 93
69, 55
99, 92
46, 20
2, 17
51, 88
61, 83
36, 75
60, 45
55, 6
39, 56
12, 30
71, 34
56, 63
35, 42
11, 39
60, 46
44, 24
0, 83
7, 31
37, 57
75, 91
97, 60
65, 70
15, 77
87, 3
8, 65
90, 19
6, 14
62, 25
98, 71
67, 50
66, 31
6, 0
87, 48
77, 77
10, 79
91, 24
99, 27
31, 86
20, 92
70, 79
88, 16
70, 13
22, 75
53, 23
61, 2
9, 80
88, 49
24, 28
49, 19
34, 83
23, 4
17, 14
95, 46
67, 18
1, 80
96, 15
57, 73
75, 57
88, 90
0, 83
45, 54
76, 29
64, 49
47, 14
51, 12
68, 72
15, 60
9, 45
26, 99
90, 47
83, 88
7, 64
19, 5
86, 34
69, 23
84, 32
89, 66
37, 56
37, 93
49, 3
40, 26
76, 4
78, 4
14, 92
55, 51
99, 40
12, 97
52, 34
21, 96
45, 28
42, 65
60, 32
68, 70
5, 0
89, 59
98, 71
76, 65
82, 58
88, 79
42, 73
12, 25
8, 90
95, 33
65, 3
2, 80
94, 14
46, 2
42, 50
55, 80
80, 18
94, 54
47, 51
93, 85
84, 33
68, 87
66, 26
53, 5
92, 63
64, 98
72, 44
58, 6
32, 68
59, 3
18, 47
86, 12
10, 58
93, 65
51, 77
75, 71
26, 67
70, 93
45, 13
48, 71
72, 88
72, 30
20, 95
41, 19
96, 5
89, 35
84, 93
69, 22
86, 55
4, 25
14, 58
68, 34
93, 93
91, 48
77, 48
97, 51
10, 57
7, 83
36, 34
74, 75
73, 43
99, 98
5, 9
5, 78
51, 42
44, 13
55, 72
12, 33
32, 11
0, 46
69, 53
66, 0
42, 60
34, 39
3, 97
1, 76
35, 89
59, 96
4, 35
43, 50
45, 2
92, 70
99, 93
95, 27
2, 87
5, 94
39, 30
53, 7
28, 39
59, 36
69, 6
51, 29
92, 53
12, 19
76, 15
51, 27
68, 34
57, 48
99, 33
37, 45
37, 84
38, 22
38, 70
75, 22
29, 70
26, 31
78, 31
37, 36
80, 84
77, 64
18, 17
21, 60
68, 44
94, 78
77, 16
98, 86
52, 5
60, 2
2, 79
79, 14
12, 72
29, 78
20, 76
74, 0
69, 34
69, 68
97, 74
92, 29
61, 68
22, 65
90, 76
9, 44
58, 72
2, 2
26, 30
84, 47
72, 33
53, 40
20, 84
22, 66
97, 46
49, 76
34, 45
4, 37
63, 14
86, 12
29, 78
28, 54
7, 24
21, 67
60, 46
43, 90
92, 72
45, 19
37, 78
59, 78
29, 63
92, 29
17, 12
70, 22
65, 30
31, 62
29, 63
26, 67
69, 46
89, 13
39, 95
32, 40
15, 17
2, 17
96, 12
74, 68
36, 70
93, 79
37, 92
81, 7
14, 99
9, 68
21, 24
88, 47
25, 15
99, 60
26, 27
62, 83
48, 11
88, 14
46, 65
85, 66
11, 57
79, 25
50, 79
28, 61
32, 60
7, 93
91, 99
53, 98
86, 76
4, 82
90, 21
18, 72
89, 46
75, 82
38, 43
86, 33
98, 0
69, 84
64, 8
56, 94
58, 46
0, 23
80, 98
63, 9
43, 42
77, 81
7, 67
22, 28
81, 17
12, 13
32, 16
16, 30
52, 81
34, 70
51, 47
38, 74
8, 59
32, 22
0, 42
50, 28
36, 23
93, 91
79, 66
24, 75
87, 4
14, 80
25, 80
53, 95
23, 22
6, 19
83, 14
76, 68
68, 60
19, 92
75, 44
45, 62
52, 70
42, 6
88, 61
11, 92
94, 80
78, 17
12, 36
34, 58
64, 48
94, 20
94, 16
29, 12
8, 89
77, 76
12, 0
2, 1
43, 53
64, 29
69, 90
48, 94
41, 38
29, 29
60, 6
99, 80
63, 75
33, 83
68, 14
59, 0
23, 10
77, 76
92, 13
66, 65
76, 62
8, 48
7, 61
43, 35
71, 54
80, 26
18, 60
63, 8
8, 24
59, 28
51, 16
15, 6
98, 77
25, 98
89, 38
44, 75
2, 31
21, 43
66, 59
32, 41
5, 61
29, 79
47, 84
9, 65
62, 54
3, 98
84, 92
24, 20
94, 31
65, 22
14, 59
21, 59
51, 88
50, 6
32, 74
92, 60
53, 60
73, 1
73, 56
4, 61
79, 30
17, 99
70, 12
24, 19
70, 18
5, 99
80, 81
88, 67
56, 31
89, 96
95, 51
84, 47
30, 52
48, 60
71, 63
51, 27
33, 6
21, 62
58, 17
14, 60
17, 30
79, 71
99, 51
1, 28
98, 25
27, 16
41, 70
13, 64
18, 91
1, 8
68, 29
54, 78
78, 44
75, 37
53, 4
27, 96
25, 77
17, 14
97, 12
59, 14
78, 33
43, 15
82, 52
16, 15
39, 67
74, 40
76, 79
12, 97
35, 42
78, 2
60, 47
32, 18
74, 83
54, 12
58, 69
17, 46
10, 60
12, 11
0, 82
76, 96
58, 12
27, 76
43, 22
41, 50
94, 7
87, 6
35, 32
62, 22
45, 97
58, 51
93, 85
13, 17
47, 32
38, 48
27, 67
62, 77
11, 33
76, 72
41, 59
18, 15
55, 35
72, 30
83, 30
62, 3
68, 44
85, 38
33, 10
30, 36
23, 94
19, 67
40, 11
91, 5
58, 65
59, 49
63, 21
49, 52
80, 25
80, 78
60, 80
67, 70
76, 94
57, 49
43, 19
73, 5
26, 36
31, 14
87, 19
15, 39
58, 57
31, 54
60, 25
67, 81
83, 21
41, 91
18, 11
1, 92
4, 48
63, 95
73, 91
79, 17
95, 45
36, 60
37, 27
37, 98
73, 73
78, 40
95, 59
48, 97
32, 70
84, 85
61, 77
4, 61
1, 67
95, 25
18, 3
51, 79
40, 75
19, 59
52, 52
47, 43
98, 27
58, 76
21, 94
57, 7
90, 10
89, 19
35, 29
85, 85
68, 9
96, 38
17, 52
10, 61
87, 52
47, 18
88, 74
90, 87
7, 40
69, 82
90, 17
19, 88
68, 86
58, 79
37, 2
92, 8
25, 0
41, 34
67, 3
82, 69
54, 96
56, 7
20, 36
45, 16
39, 17
39, 79
81, 87
12, 74
9, 83
13, 94
57, 28
19, 51
1, 28
40, 82
69, 61
2, 45
41, 75
61, 75
90, 73
51, 50
92, 57
44, 83
58, 26
87, 69
3, 91
21, 77
32, 85
28, 77
47, 61
71, 17
93, 64
49, 87
54, 75
91, 13
81, 68
33, 20
55, 85
50, 3
47, 25
13, 82
11, 93
37, 86
42, 53
4, 88
80, 93
29, 58
74, 11
97, 4
53, 4
46, 23
19, 25
75, 76
62, 5
76, 80
46, 76
45, 85
31, 79
79, 18
14, 12
25, 37
42, 10
6, 56
30, 8
8, 81
20, 14
88, 20
92, 77
2, 13
64, 84
90, 42
52, 37
22, 4
80, 78
30, 17
61, 56
67, 75
96, 85
99, 63
2, 33
27, 85
58, 54
48, 64
7, 11
98, 26
37, 57
23, 89
19, 12
83, 27
1, 26
53, 18
48, 30
29, 13
37, 99
33, 28
25, 43
24, 85
9, 45
62, 6
55, 25
40, 94
5, 59
10, 98
36, 63
14, 40
98, 52
44, 8
74, 0
84, 21
32, 80
20, 16
20, 88
43, 0
4, 77
28, 68
20, 2
66, 79
96, 80
59, 59
35, 41
17, 90
95, 90
5, 19
83, 43
55, 39
89, 78
36, 55
12, 64
92, 75
31, 36
99, 42
95, 15
59, 61
18, 50
38, 33
20, 53
4, 68
19, 17
38, 36
8, 61
16, 23
40, 51
23, 7
74, 79
42, 77
31, 56
84, 20
38, 55
62, 90
60, 42
97, 30
24, 35
17, 25
8, 15
70, 44
23, 24
14, 11
64, 93
23, 62
93, 56
67, 21
24, 91
90, 43
40, 86
20, 64
22, 2
7, 23
89, 74
73, 1
47, 62
2, 86
37, 32
29, 16
21, 71
27, 57
66, 51
96, 16
50, 17
81, 78
29, 20
36, 39
66, 10
26, 77
69, 33
34, 93
23, 38
81, 53
5, 11
38, 42
17, 96
56, 25
15, 99
97, 40
40, 56
59, 21
95, 23
66, 55
93, 58
89, 10
65, 15
99, 35
14, 68
95, 2
60, 25
28, 29
0, 19
66, 63
32, 90
81, 40
18, 26
80, 22
34, 42
30, 91
46, 58
28, 72
77, 45
29, 14
92, 83
0, 91
82, 16
11, 15
67, 44
76, 28
46, 65
42, 51
15, 18
86, 38
27, 59
48, 45
39, 72
14, 56
89, 83
86, 5
61, 9
64, 44
79, 73
82, 34
9, 79
22, 58
19, 36
3, 50
21, 95
66, 11
37, 66
9, 39
6, 68
17, 31
67, 54
4, 28
13, 76
43, 42
0, 21
94, 31
75, 0
36, 14
60, 31
9, 25
52, 14
40, 63
36, 74
54, 52
83, 4
6, 97
98, 13
86, 39
12, 59
76, 37
74, 37
55, 3
60, 48
49, 58
68, 74
27, 77
48, 81
74, 33
49, 36
90, 68
5, 31
59, 71
39, 22
23, 40
6, 38
9, 88
70, 90
59, 69
24, 43
22, 39
5, 73
81, 41
96, 26
7, 18
36, 4
33, 62
39, 28
8, 94
3, 67
35, 10
56, 88
45, 28
85, 7
31, 59
27, 33
0, 21
84, 48
6, 35
73, 98
19, 60
85, 3
66, 0
31, 55
4, 62
58, 87
47, 76
97, 92
12, 53
54, 64
9, 35
98, 63
89, 25
89, 74
37, 35
17, 94
14, 38
37, 39
29, 73
89, 35
10, 86
66, 39
76, 89
22, 75
63, 36
90, 3
42, 31
22, 62
61, 98
20, 57
9, 73
27, 9
27, 1
39, 23
36, 50
81, 63
15, 77
30, 75
58, 40
90, 69
1, 65
41, 69
15, 19
57, 71
84, 12
57, 26
91, 59
82, 11
62, 19
14, 29
7, 56
64, 33
77, 47
80, 59
87, 96
59, 1
24, 7
80, 81
0, 4
73, 79
74, 82
56, 60
46, 32
84, 38
54, 55
66, 67
37, 80
36, 99
91, 50
78, 95
89, 61
47, 6
98, 1
20, 18
35, 41
18, 97
75, 13
66, 33
10, 30
37, 29
52, 74
95, 88
79, 3
17, 53
77, 34
47, 93
13, 59
14, 61
55, 67
42, 37
22, 75
5, 51
64, 68
72, 82
1, 94
33, 69
26, 62
58, 16
65, 51
44, 32
1, 27
26, 47
53, 49
69, 53
17, 48
65, 12
51, 11
30, 98
79, 66
65, 13
50, 85
84, 64
11, 86
33, 94
35, 81
7, 50
12, 44
53, 50
91, 61
8, 60
42, 74
30, 5
57, 5
13, 74
73, 2
30, 14
58, 37
58, 48
58, 60
24, 69
8, 77
95, 55
10, 19
70, 23
69, 51
69, 72
98, 50
10, 48
91, 81
57, 57
93, 89
73, 5
80, 31
59, 97
25, 59
85, 93
68, 88
75, 9
40, 65
51, 80
79, 95
17, 21
61, 71
50, 66
19, 72
45, 69
84, 33
52, 14
28, 89
18, 90
85, 35
66, 48
74, 77
98, 95
6, 54
62, 9
90, 97
54, 47
35, 63
27, 15
57, 93
50, 87
18, 28
57, 68
9, 2
13, 76
62, 75
92, 4
5, 3
20, 46
11, 29
37, 83
84, 21
50, 85
3, 42
36, 47
10, 26
77, 93
48, 71
95, 17
78, 78
20, 80
92, 75
58, 95
18, 27
62, 7
28, 33
85, 94
32, 60
3, 79
98, 10
4, 4
58, 40
30, 36
89, 16
12, 84
19, 12
83, 22
5, 43
56, 22
37, 40
79, 11
89, 69
24, 10
88, 13
24, 17
4, 62
26, 29
50, 37
95, 35
18, 36
34, 32
59, 89
5, 75
40, 24
23, 81
68, 18
72, 86
98, 81
32, 64
5, 5
44, 95
71, 32
25, 9
35, 13
64, 88
5, 24
36, 65
90, 4
78, 31
76, 54
17, 18
39, 3
7, 91
80, 65
29, 61
83, 16
46, 5
72, 50
42, 42
7, 55
67, 24
69, 12
36, 47
35, 14
20, 9
94, 34
14, 5
58, 4
70, 65
43, 99
84, 13
36, 45
30, 48
71, 40
46, 27
87, 55
44, 67
53, 14
9, 53
25, 7
52, 75
65, 35
34, 44
7, 34
49, 15
67, 3
43, 98
90, 98
88, 68
18, 26
69, 77
21, 57
27, 32
32, 0
38, 34
10, 7
95, 95
53, 20
90, 98
52, 58
29, 18
27, 21
87, 43
99, 92
21, 22
80, 74
72, 64
4, 19
64, 42
40, 89
73, 23
86, 89
87, 9
60, 99
61, 40
82, 74
26, 55
30, 27
12, 39
93, 2
67, 57
80, 58
30, 83
36, 7
50, 73
22, 72
30, 49
57, 36
29, 30
77, 8
94, 31
74, 21
34, 66
81, 63
33, 67
45, 11
62, 34
75, 48
41, 40
92, 14
98, 24
17, 53
7, 90
15, 7
63, 72
75, 4
24, 28
78, 8
8, 32
78, 91
16, 66
67, 3
23, 56
52, 21
67, 73
28, 0
29, 10
61, 25
28, 38
46, 38
60, 96
13, 96
30, 9
35, 63
60, 79
25, 80
35, 11
29, 71
57, 37
53, 8
95, 87
1, 62
82, 79
14, 59
10, 5
65, 64
46, 89
75, 98
3, 26
11, 23
92, 14
77, 12
48, 28
3, 56
95, 88
17, 48
19, 25
28, 23
58, 57
14, 30
55, 37
70, 69
46, 62
28, 2
47, 82
63, 29
48, 76
3, 15
8, 21
36, 3
50, 26
59, 86
61, 56
55, 52
85, 20
59, 61
71, 65
28, 59
57, 76
8, 80
6, 41
27, 61
85, 24
79, 23
88, 41
39, 53
2, 17
66, 81
99, 90
59, 5
6, 82
9, 92
15, 78
77, 60
44, 91
32, 15
9, 46
29, 94
85, 35
5, 55
43, 62
12, 49
5, 36
18, 49
33, 20
77, 92
94, 20
14, 74
58, 14
63, 43
59, 43
30, 48
49, 80
29, 71
75, 42
46, 28
86, 95
85, 74
22, 52
37, 26
72, 88
54, 70
95, 11
71, 94
79, 91
95, 69
89, 41
9, 55
78, 42
77, 17
83, 88
99, 85
92, 23
91, 15
81, 48
59, 57
43, 74
21, 60
88, 8
99, 18
86, 44
25, 68
27, 95
36, 53
35, 49
8, 60
15, 7
84, 54
34, 56
57, 42
63, 49
33, 9
32, 15
92, 90
80, 28
47, 60
55, 6
61, 33
68, 67
47, 21
92, 66
51, 94
55, 31
60, 36
37, 20
25, 27
9, 93
44, 11
43, 43
97, 61
18, 76
20, 79
